feature-1,feature-2,|r|,ng,r_value,fdr_p_value,raw_p_value
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_018784685,0.80119,pos,0.80119,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_018784685,0.72967,pos,0.72967,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_018784685,0.82253,pos,0.82253,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_018784685,0.9192,pos,0.9192,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_018784685,0.78021,pos,0.78021,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_018784685,0.66162,pos,0.66162,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_018784685,0.71602,pos,0.71602,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis GCA_018784685,0.72355,pos,0.72355,0,0
Agathobacter rectalis GCA_015551295,Agathobacter rectalis GCA_018784685,0.77263,pos,0.77263,0,0
Agathobacter rectalis GCA_015553565,Agathobacter rectalis GCA_018784685,0.7565,pos,0.7565,0,0
Agathobacter rectalis GCA_015557515,Agathobacter rectalis GCA_018784685,0.90168,pos,0.90168,0,0
Agathobacter rectalis GCA_015669665,Agathobacter rectalis GCA_018784685,0.80157,pos,0.80157,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis GCA_018784725,0.42873,pos,0.42873,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis GCA_018784725,0.47785,pos,0.47785,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis GCA_018784725,0.44893,pos,0.44893,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis GCA_018784725,0.48462,pos,0.48462,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis GCA_018784725,0.46522,pos,0.46522,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis GCA_018784725,0.48223,pos,0.48223,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis GCA_018784725,0.44695,pos,0.44695,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis GCA_018784725,0.44741,pos,0.44741,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis GCA_018784725,0.47492,pos,0.47492,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis GCA_018784725,0.45712,pos,0.45712,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis GCA_018784725,0.44878,pos,0.44878,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis GCA_018784725,0.45276,pos,0.45276,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis GCA_018784725,0.54666,pos,0.54666,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis GCA_018784725,0.82966,pos,0.82966,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis GCA_018784725,0.51592,pos,0.51592,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis GCA_018784725,0.84146,pos,0.84146,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis GCA_018784725,0.7571,pos,0.7571,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis GCA_018784725,0.81768,pos,0.81768,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis GCA_018784725,0.84702,pos,0.84702,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis GCA_018784725,0.86362,pos,0.86362,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis GCA_018784725,0.8652,pos,0.8652,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis GCA_018784725,0.74856,pos,0.74856,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis GCA_018784725,0.85747,pos,0.85747,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis GCA_018784725,0.76955,pos,0.76955,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis GCA_018784725,0.73103,pos,0.73103,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis GCA_018784725,0.66318,pos,0.66318,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis GCA_018784725,0.6838,pos,0.6838,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis GCA_018784725,0.67408,pos,0.67408,0,0
Agathobacter rectalis GCA_015551295,Agathobacter rectalis GCA_018784725,0.83753,pos,0.83753,0,0
Agathobacter rectalis GCA_015553565,Agathobacter rectalis GCA_018784725,0.81483,pos,0.81483,0,0
Agathobacter rectalis GCA_015557515,Agathobacter rectalis GCA_018784725,0.81214,pos,0.81214,0,0
Agathobacter rectalis GCA_015669665,Agathobacter rectalis GCA_018784725,0.83931,pos,0.83931,0,0
Agathobacter rectalis GCA_018784685,Agathobacter rectalis GCA_018784725,0.77933,pos,0.77933,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter rectalis TM10-3,0.38434,pos,0.38434,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter rectalis TM10-3,0.4108,pos,0.4108,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter rectalis TM10-3,0.36261,pos,0.36261,0,0
Acetatifactor intestinalis AM59-13,Agathobacter rectalis TM10-3,0.39278,pos,0.39278,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter rectalis TM10-3,0.37613,pos,0.37613,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter rectalis TM10-3,0.39124,pos,0.39124,0,0
Acetatifactor sp. AF34-10BH,Agathobacter rectalis TM10-3,0.35506,pos,0.35506,0,0
Acetatifactor sp. AF36-18BH,Agathobacter rectalis TM10-3,0.36776,pos,0.36776,0,0
Acetatifactor sp. AM34-9AC,Agathobacter rectalis TM10-3,0.38688,pos,0.38688,0,0
Acetatifactor sp. GCA_003584705,Agathobacter rectalis TM10-3,0.37734,pos,0.37734,0,0
Acetatifactor sp. TF08-15,Agathobacter rectalis TM10-3,0.37403,pos,0.37403,0,0
Acetatifactor sp. TM11-1A,Agathobacter rectalis TM10-3,0.37747,pos,0.37747,0,0
Agathobacter faecis GCA_015550045,Agathobacter rectalis TM10-3,0.39191,pos,0.39191,0,0
Agathobacter rectalis 12718_7_53,Agathobacter rectalis TM10-3,0.77587,pos,0.77587,0,0
Agathobacter rectalis 18048_2_75,Agathobacter rectalis TM10-3,0.38551,pos,0.38551,0,0
Agathobacter rectalis AF06-19,Agathobacter rectalis TM10-3,0.82135,pos,0.82135,0,0
Agathobacter rectalis AF17-27,Agathobacter rectalis TM10-3,0.76634,pos,0.76634,0,0
Agathobacter rectalis AF25-15,Agathobacter rectalis TM10-3,0.79064,pos,0.79064,0,0
Agathobacter rectalis AF36-2BH,Agathobacter rectalis TM10-3,0.77505,pos,0.77505,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter rectalis TM10-3,0.8103,pos,0.8103,0,0
Agathobacter rectalis AM31-7AC,Agathobacter rectalis TM10-3,0.81118,pos,0.81118,0,0
Agathobacter rectalis AM48-7,Agathobacter rectalis TM10-3,0.75416,pos,0.75416,0,0
Agathobacter rectalis GCA_001404855,Agathobacter rectalis TM10-3,0.83191,pos,0.83191,0,0
Agathobacter rectalis GCA_001406835,Agathobacter rectalis TM10-3,0.8775,pos,0.8775,0,0
Agathobacter rectalis GCA_008123415,Agathobacter rectalis TM10-3,0.7609,pos,0.7609,0,0
Agathobacter rectalis GCA_013300625,Agathobacter rectalis TM10-3,0.64434,pos,0.64434,0,0
Agathobacter rectalis GCA_013303775,Agathobacter rectalis TM10-3,0.73105,pos,0.73105,0,0
Agathobacter rectalis GCA_013303845,Agathobacter rectalis TM10-3,0.712,pos,0.712,0,0
Agathobacter rectalis GCA_015551295,Agathobacter rectalis TM10-3,0.77991,pos,0.77991,0,0
Agathobacter rectalis GCA_015553565,Agathobacter rectalis TM10-3,0.74886,pos,0.74886,0,0
Agathobacter rectalis GCA_015557515,Agathobacter rectalis TM10-3,0.90172,pos,0.90172,0,0
Agathobacter rectalis GCA_015669665,Agathobacter rectalis TM10-3,0.82623,pos,0.82623,0,0
Agathobacter rectalis GCA_018784685,Agathobacter rectalis TM10-3,0.86598,pos,0.86598,0,0
Agathobacter rectalis GCA_018784725,Agathobacter rectalis TM10-3,0.76104,pos,0.76104,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter sp. 20427_4_23,0.47794,pos,0.47794,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter sp. 20427_4_23,0.49969,pos,0.49969,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter sp. 20427_4_23,0.45507,pos,0.45507,0,0
Acetatifactor intestinalis AM59-13,Agathobacter sp. 20427_4_23,0.47827,pos,0.47827,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter sp. 20427_4_23,0.50406,pos,0.50406,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter sp. 20427_4_23,0.48112,pos,0.48112,0,0
Acetatifactor sp. AF34-10BH,Agathobacter sp. 20427_4_23,0.49311,pos,0.49311,0,0
Acetatifactor sp. AF36-18BH,Agathobacter sp. 20427_4_23,0.47032,pos,0.47032,0,0
Acetatifactor sp. AM34-9AC,Agathobacter sp. 20427_4_23,0.48845,pos,0.48845,0,0
Acetatifactor sp. GCA_003584705,Agathobacter sp. 20427_4_23,0.47079,pos,0.47079,0,0
Acetatifactor sp. TF08-15,Agathobacter sp. 20427_4_23,0.47376,pos,0.47376,0,0
Acetatifactor sp. TM11-1A,Agathobacter sp. 20427_4_23,0.48016,pos,0.48016,0,0
Agathobacter faecis GCA_015550045,Agathobacter sp. 20427_4_23,0.59001,pos,0.59001,0,0
Agathobacter rectalis 12718_7_53,Agathobacter sp. 20427_4_23,0.61377,pos,0.61377,0,0
Agathobacter rectalis 18048_2_75,Agathobacter sp. 20427_4_23,0.61403,pos,0.61403,0,0
Agathobacter rectalis AF06-19,Agathobacter sp. 20427_4_23,0.59072,pos,0.59072,0,0
Agathobacter rectalis AF17-27,Agathobacter sp. 20427_4_23,0.54651,pos,0.54651,0,0
Agathobacter rectalis AF25-15,Agathobacter sp. 20427_4_23,0.65666,pos,0.65666,0,0
Agathobacter rectalis AF36-2BH,Agathobacter sp. 20427_4_23,0.6406,pos,0.6406,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter sp. 20427_4_23,0.67717,pos,0.67717,0,0
Agathobacter rectalis AM31-7AC,Agathobacter sp. 20427_4_23,0.6623,pos,0.6623,0,0
Agathobacter rectalis AM48-7,Agathobacter sp. 20427_4_23,0.57639,pos,0.57639,0,0
Agathobacter rectalis GCA_001404855,Agathobacter sp. 20427_4_23,0.63397,pos,0.63397,0,0
Agathobacter rectalis GCA_001406835,Agathobacter sp. 20427_4_23,0.53165,pos,0.53165,0,0
Agathobacter rectalis GCA_008123415,Agathobacter sp. 20427_4_23,0.55038,pos,0.55038,0,0
Agathobacter rectalis GCA_013300625,Agathobacter sp. 20427_4_23,0.58852,pos,0.58852,0,0
Agathobacter rectalis GCA_013303775,Agathobacter sp. 20427_4_23,0.52885,pos,0.52885,0,0
Agathobacter rectalis GCA_013303845,Agathobacter sp. 20427_4_23,0.52977,pos,0.52977,0,0
Agathobacter rectalis GCA_015551295,Agathobacter sp. 20427_4_23,0.6035,pos,0.6035,0,0
Agathobacter rectalis GCA_015553565,Agathobacter sp. 20427_4_23,0.62227,pos,0.62227,0,0
Agathobacter rectalis GCA_015557515,Agathobacter sp. 20427_4_23,0.53177,pos,0.53177,0,0
Agathobacter rectalis GCA_015669665,Agathobacter sp. 20427_4_23,0.61085,pos,0.61085,0,0
Agathobacter rectalis GCA_018784685,Agathobacter sp. 20427_4_23,0.53189,pos,0.53189,0,0
Agathobacter rectalis GCA_018784725,Agathobacter sp. 20427_4_23,0.66076,pos,0.66076,0,0
Agathobacter rectalis TM10-3,Agathobacter sp. 20427_4_23,0.49529,pos,0.49529,0,0
Acetatifactor intestinalis 13414_6_67,Agathobacter sp. 20427_4_25,0.34157,pos,0.34157,0,0
Acetatifactor intestinalis 20287_6_17,Agathobacter sp. 20427_4_25,0.37336,pos,0.37336,0,0
Acetatifactor intestinalis AF22-6AC,Agathobacter sp. 20427_4_25,0.34645,pos,0.34645,0,0
Acetatifactor intestinalis AM59-13,Agathobacter sp. 20427_4_25,0.33086,pos,0.33086,0,0
Acetatifactor intestinalis GCA_014337175,Agathobacter sp. 20427_4_25,0.34865,pos,0.34865,0,0
Acetatifactor intestinalis OM08-11AC,Agathobacter sp. 20427_4_25,0.32993,pos,0.32993,0,0
Acetatifactor sp. AF34-10BH,Agathobacter sp. 20427_4_25,0.32424,pos,0.32424,0,0
Acetatifactor sp. AF36-18BH,Agathobacter sp. 20427_4_25,0.32886,pos,0.32886,0,0
Acetatifactor sp. AM34-9AC,Agathobacter sp. 20427_4_25,0.33907,pos,0.33907,0,0
Acetatifactor sp. GCA_003584705,Agathobacter sp. 20427_4_25,0.30913,pos,0.30913,0,0
Acetatifactor sp. TF08-15,Agathobacter sp. 20427_4_25,0.32687,pos,0.32687,0,0
Acetatifactor sp. TM11-1A,Agathobacter sp. 20427_4_25,0.31235,pos,0.31235,0,0
Agathobacter rectalis 12718_7_53,Agathobacter sp. 20427_4_25,0.30471,pos,0.30471,0,0
Agathobacter rectalis 18048_2_75,Agathobacter sp. 20427_4_25,0.39488,pos,0.39488,0,0
Agathobacter rectalis AF25-15,Agathobacter sp. 20427_4_25,0.30519,pos,0.30519,0,0
Agathobacter rectalis AF36-2BH,Agathobacter sp. 20427_4_25,0.30591,pos,0.30591,0,0
Agathobacter rectalis AF67-03PH9,Agathobacter sp. 20427_4_25,0.32715,pos,0.32715,0,0
Agathobacter rectalis AM31-7AC,Agathobacter sp. 20427_4_25,0.31845,pos,0.31845,0,0
Agathobacter rectalis GCA_015551295,Agathobacter sp. 20427_4_25,0.30852,pos,0.30852,0,0
Agathobacter rectalis GCA_015553565,Agathobacter sp. 20427_4_25,0.30902,pos,0.30902,0,0
Agathobacter rectalis GCA_015669665,Agathobacter sp. 20427_4_25,0.31267,pos,0.31267,0,0
Agathobacter rectalis GCA_018784725,Agathobacter sp. 20427_4_25,0.33703,pos,0.33703,0,0
Agathobacter sp. 20427_4_23,Agathobacter sp. 20427_4_25,0.44,pos,0.44,0,0
Acetatifactor sp. 13470_2_92,Anaerobutyricum hallii GCA_018140635,0.38361,pos,0.38361,0,0
Acetatifactor intestinalis 13414_6_67,Bariatricus comes GCA_013301565,0.35519,pos,0.35519,0,0
Acetatifactor intestinalis 20287_6_17,Bariatricus comes GCA_013301565,0.39626,pos,0.39626,0,0
Acetatifactor intestinalis AF22-6AC,Bariatricus comes GCA_013301565,0.37264,pos,0.37264,0,0
Acetatifactor intestinalis AM59-13,Bariatricus comes GCA_013301565,0.40569,pos,0.40569,0,0
Acetatifactor intestinalis GCA_014337175,Bariatricus comes GCA_013301565,0.38177,pos,0.38177,0,0
Acetatifactor intestinalis OM08-11AC,Bariatricus comes GCA_013301565,0.40635,pos,0.40635,0,0
Acetatifactor sp. AF34-10BH,Bariatricus comes GCA_013301565,0.37881,pos,0.37881,0,0
Acetatifactor sp. AF36-18BH,Bariatricus comes GCA_013301565,0.41441,pos,0.41441,0,0
Acetatifactor sp. AM34-9AC,Bariatricus comes GCA_013301565,0.38541,pos,0.38541,0,0
Acetatifactor sp. GCA_003584705,Bariatricus comes GCA_013301565,0.36898,pos,0.36898,0,0
Acetatifactor sp. TF08-15,Bariatricus comes GCA_013301565,0.4139,pos,0.4139,0,0
Acetatifactor sp. TM11-1A,Bariatricus comes GCA_013301565,0.39092,pos,0.39092,0,0
Agathobacter faecis GCA_015550045,Bariatricus comes GCA_013301565,0.33848,pos,0.33848,0,0
Agathobacter rectalis 12718_7_53,Bariatricus comes GCA_013301565,0.42839,pos,0.42839,0,0
Agathobacter rectalis 18048_2_75,Bariatricus comes GCA_013301565,0.38517,pos,0.38517,0,0
Agathobacter rectalis AF06-19,Bariatricus comes GCA_013301565,0.45157,pos,0.45157,0,0
Agathobacter rectalis AF17-27,Bariatricus comes GCA_013301565,0.42728,pos,0.42728,0,0
Agathobacter rectalis AF25-15,Bariatricus comes GCA_013301565,0.47548,pos,0.47548,0,0
Agathobacter rectalis AF36-2BH,Bariatricus comes GCA_013301565,0.47522,pos,0.47522,0,0
Agathobacter rectalis AF67-03PH9,Bariatricus comes GCA_013301565,0.48484,pos,0.48484,0,0
Agathobacter rectalis AM31-7AC,Bariatricus comes GCA_013301565,0.49449,pos,0.49449,0,0
Agathobacter rectalis AM48-7,Bariatricus comes GCA_013301565,0.44231,pos,0.44231,0,0
Agathobacter rectalis GCA_001404855,Bariatricus comes GCA_013301565,0.462,pos,0.462,0,0
Agathobacter rectalis GCA_001406835,Bariatricus comes GCA_013301565,0.43985,pos,0.43985,0,0
Agathobacter rectalis GCA_008123415,Bariatricus comes GCA_013301565,0.48725,pos,0.48725,0,0
Agathobacter rectalis GCA_013300625,Bariatricus comes GCA_013301565,0.44076,pos,0.44076,0,0
Agathobacter rectalis GCA_013303775,Bariatricus comes GCA_013301565,0.42654,pos,0.42654,0,0
Agathobacter rectalis GCA_013303845,Bariatricus comes GCA_013301565,0.44078,pos,0.44078,0,0
Agathobacter rectalis GCA_015551295,Bariatricus comes GCA_013301565,0.4062,pos,0.4062,0,0
Agathobacter rectalis GCA_015553565,Bariatricus comes GCA_013301565,0.41044,pos,0.41044,0,0
Agathobacter rectalis GCA_015557515,Bariatricus comes GCA_013301565,0.46105,pos,0.46105,0,0
Agathobacter rectalis GCA_015669665,Bariatricus comes GCA_013301565,0.44937,pos,0.44937,0,0
Agathobacter rectalis GCA_018784685,Bariatricus comes GCA_013301565,0.42442,pos,0.42442,0,0
Agathobacter rectalis GCA_018784725,Bariatricus comes GCA_013301565,0.49027,pos,0.49027,0,0
Agathobacter rectalis TM10-3,Bariatricus comes GCA_013301565,0.42352,pos,0.42352,0,0
Agathobacter sp. 20427_4_23,Bariatricus comes GCA_013301565,0.51258,pos,0.51258,0,0
Acetatifactor sp. 13470_2_92,Blautia_A wexlerae GCA_009881475,0.53215,pos,0.53215,0,0
Agathobacter rectalis AF17-27,Blautia_A wexlerae GCA_009881475,0.30395,pos,0.30395,0,0
Agathobacter rectalis AM48-7,Blautia_A wexlerae GCA_009881475,0.30974,pos,0.30974,0,0
Agathobacter rectalis GCA_008123415,Blautia_A wexlerae GCA_009881475,0.34952,pos,0.34952,0,0
Anaerobutyricum hallii GCA_018140635,Blautia_A wexlerae GCA_009881475,0.40308,pos,0.40308,0,0
Bariatricus comes GCA_013301565,Blautia_A wexlerae GCA_009881475,0.33526,pos,0.33526,0,0
Acetatifactor intestinalis 13414_6_67,Butyribacter huaianensis GCA_014384985,0.57608,pos,0.57608,0,0
Acetatifactor intestinalis 20287_6_17,Butyribacter huaianensis GCA_014384985,0.6004,pos,0.6004,0,0
Acetatifactor intestinalis AF22-6AC,Butyribacter huaianensis GCA_014384985,0.61525,pos,0.61525,0,0
Acetatifactor intestinalis AM59-13,Butyribacter huaianensis GCA_014384985,0.62566,pos,0.62566,0,0
Acetatifactor intestinalis GCA_014337175,Butyribacter huaianensis GCA_014384985,0.62973,pos,0.62973,0,0
Acetatifactor intestinalis OM08-11AC,Butyribacter huaianensis GCA_014384985,0.6262,pos,0.6262,0,0
Acetatifactor sp. AF34-10BH,Butyribacter huaianensis GCA_014384985,0.58889,pos,0.58889,0,0
Acetatifactor sp. AF36-18BH,Butyribacter huaianensis GCA_014384985,0.58663,pos,0.58663,0,0
Acetatifactor sp. AM34-9AC,Butyribacter huaianensis GCA_014384985,0.64593,pos,0.64593,0,0
Acetatifactor sp. GCA_003584705,Butyribacter huaianensis GCA_014384985,0.59671,pos,0.59671,0,0
Acetatifactor sp. TF08-15,Butyribacter huaianensis GCA_014384985,0.5825,pos,0.5825,0,0
Acetatifactor sp. TM11-1A,Butyribacter huaianensis GCA_014384985,0.60019,pos,0.60019,0,0
Agathobacter faecis GCA_015550045,Butyribacter huaianensis GCA_014384985,0.41375,pos,0.41375,0,0
Agathobacter rectalis 12718_7_53,Butyribacter huaianensis GCA_014384985,0.49445,pos,0.49445,0,0
Agathobacter rectalis 18048_2_75,Butyribacter huaianensis GCA_014384985,0.42925,pos,0.42925,0,0
Agathobacter rectalis AF06-19,Butyribacter huaianensis GCA_014384985,0.49349,pos,0.49349,0,0
Agathobacter rectalis AF17-27,Butyribacter huaianensis GCA_014384985,0.48435,pos,0.48435,0,0
Agathobacter rectalis AF25-15,Butyribacter huaianensis GCA_014384985,0.5501,pos,0.5501,0,0
Agathobacter rectalis AF36-2BH,Butyribacter huaianensis GCA_014384985,0.51984,pos,0.51984,0,0
Agathobacter rectalis AF67-03PH9,Butyribacter huaianensis GCA_014384985,0.53367,pos,0.53367,0,0
Agathobacter rectalis AM31-7AC,Butyribacter huaianensis GCA_014384985,0.51146,pos,0.51146,0,0
Agathobacter rectalis AM48-7,Butyribacter huaianensis GCA_014384985,0.49808,pos,0.49808,0,0
Agathobacter rectalis GCA_001404855,Butyribacter huaianensis GCA_014384985,0.54917,pos,0.54917,0,0
Agathobacter rectalis GCA_001406835,Butyribacter huaianensis GCA_014384985,0.47837,pos,0.47837,0,0
Agathobacter rectalis GCA_008123415,Butyribacter huaianensis GCA_014384985,0.52574,pos,0.52574,0,0
Agathobacter rectalis GCA_013300625,Butyribacter huaianensis GCA_014384985,0.45513,pos,0.45513,0,0
Agathobacter rectalis GCA_013303775,Butyribacter huaianensis GCA_014384985,0.41667,pos,0.41667,0,0
Agathobacter rectalis GCA_013303845,Butyribacter huaianensis GCA_014384985,0.47851,pos,0.47851,0,0
Agathobacter rectalis GCA_015551295,Butyribacter huaianensis GCA_014384985,0.47891,pos,0.47891,0,0
Agathobacter rectalis GCA_015553565,Butyribacter huaianensis GCA_014384985,0.50415,pos,0.50415,0,0
Agathobacter rectalis GCA_015557515,Butyribacter huaianensis GCA_014384985,0.48175,pos,0.48175,0,0
Agathobacter rectalis GCA_015669665,Butyribacter huaianensis GCA_014384985,0.54476,pos,0.54476,0,0
Agathobacter rectalis GCA_018784685,Butyribacter huaianensis GCA_014384985,0.45451,pos,0.45451,0,0
Agathobacter rectalis GCA_018784725,Butyribacter huaianensis GCA_014384985,0.54406,pos,0.54406,0,0
Agathobacter rectalis TM10-3,Butyribacter huaianensis GCA_014384985,0.43492,pos,0.43492,0,0
Agathobacter sp. 20427_4_23,Butyribacter huaianensis GCA_014384985,0.54801,pos,0.54801,0,0
Agathobacter sp. 20427_4_25,Butyribacter huaianensis GCA_014384985,0.37221,pos,0.37221,0,0
Bariatricus comes GCA_013301565,Butyribacter huaianensis GCA_014384985,0.47198,pos,0.47198,0,0
Acetatifactor intestinalis 13414_6_67,Butyribacter intestini AF34-13,0.4024,pos,0.4024,0,0
Acetatifactor intestinalis 20287_6_17,Butyribacter intestini AF34-13,0.42109,pos,0.42109,0,0
Acetatifactor intestinalis AF22-6AC,Butyribacter intestini AF34-13,0.41107,pos,0.41107,0,0
Acetatifactor intestinalis AM59-13,Butyribacter intestini AF34-13,0.42656,pos,0.42656,0,0
Acetatifactor intestinalis GCA_014337175,Butyribacter intestini AF34-13,0.41733,pos,0.41733,0,0
Acetatifactor intestinalis OM08-11AC,Butyribacter intestini AF34-13,0.42403,pos,0.42403,0,0
Acetatifactor sp. AF34-10BH,Butyribacter intestini AF34-13,0.42129,pos,0.42129,0,0
Acetatifactor sp. AF36-18BH,Butyribacter intestini AF34-13,0.40918,pos,0.40918,0,0
Acetatifactor sp. AM34-9AC,Butyribacter intestini AF34-13,0.43003,pos,0.43003,0,0
Acetatifactor sp. GCA_003584705,Butyribacter intestini AF34-13,0.40515,pos,0.40515,0,0
Acetatifactor sp. TF08-15,Butyribacter intestini AF34-13,0.41372,pos,0.41372,0,0
Acetatifactor sp. TM11-1A,Butyribacter intestini AF34-13,0.44151,pos,0.44151,0,0
Agathobacter faecis GCA_015550045,Butyribacter intestini AF34-13,0.35591,pos,0.35591,0,0
Agathobacter rectalis 12718_7_53,Butyribacter intestini AF34-13,0.38673,pos,0.38673,0,0
Agathobacter rectalis 18048_2_75,Butyribacter intestini AF34-13,0.36893,pos,0.36893,0,0
Agathobacter rectalis AF06-19,Butyribacter intestini AF34-13,0.40321,pos,0.40321,0,0
Agathobacter rectalis AF17-27,Butyribacter intestini AF34-13,0.31049,pos,0.31049,0,0
Agathobacter rectalis AF25-15,Butyribacter intestini AF34-13,0.39213,pos,0.39213,0,0
Agathobacter rectalis AF36-2BH,Butyribacter intestini AF34-13,0.3772,pos,0.3772,0,0
Agathobacter rectalis AF67-03PH9,Butyribacter intestini AF34-13,0.42126,pos,0.42126,0,0
Agathobacter rectalis AM31-7AC,Butyribacter intestini AF34-13,0.40128,pos,0.40128,0,0
Agathobacter rectalis AM48-7,Butyribacter intestini AF34-13,0.40412,pos,0.40412,0,0
Agathobacter rectalis GCA_001404855,Butyribacter intestini AF34-13,0.40101,pos,0.40101,0,0
Agathobacter rectalis GCA_001406835,Butyribacter intestini AF34-13,0.31009,pos,0.31009,0,0
Agathobacter rectalis GCA_008123415,Butyribacter intestini AF34-13,0.35351,pos,0.35351,0,0
Agathobacter rectalis GCA_013300625,Butyribacter intestini AF34-13,0.30768,pos,0.30768,0,0
Agathobacter rectalis GCA_013303845,Butyribacter intestini AF34-13,0.3053,pos,0.3053,0,0
Agathobacter rectalis GCA_015551295,Butyribacter intestini AF34-13,0.38824,pos,0.38824,0,0
Agathobacter rectalis GCA_015553565,Butyribacter intestini AF34-13,0.39762,pos,0.39762,0,0
Agathobacter rectalis GCA_015557515,Butyribacter intestini AF34-13,0.31522,pos,0.31522,0,0
Agathobacter rectalis GCA_015669665,Butyribacter intestini AF34-13,0.4236,pos,0.4236,0,0
Agathobacter rectalis GCA_018784725,Butyribacter intestini AF34-13,0.41874,pos,0.41874,0,0
Agathobacter rectalis TM10-3,Butyribacter intestini AF34-13,0.30532,pos,0.30532,0,0
Agathobacter sp. 20427_4_23,Butyribacter intestini AF34-13,0.43927,pos,0.43927,0,0
Agathobacter sp. 20427_4_25,Butyribacter intestini AF34-13,0.40555,pos,0.40555,0,0
Bariatricus comes GCA_013301565,Butyribacter intestini AF34-13,0.32729,pos,0.32729,0,0
Butyribacter huaianensis GCA_014384985,Butyribacter intestini AF34-13,0.49337,pos,0.49337,0,0
Acetatifactor intestinalis 13414_6_67,Butyribacter intestini AF67-21pH9TA,0.50391,pos,0.50391,0,0
Acetatifactor intestinalis 20287_6_17,Butyribacter intestini AF67-21pH9TA,0.5322,pos,0.5322,0,0
Acetatifactor intestinalis AF22-6AC,Butyribacter intestini AF67-21pH9TA,0.51455,pos,0.51455,0,0
Acetatifactor intestinalis AM59-13,Butyribacter intestini AF67-21pH9TA,0.51247,pos,0.51247,0,0
Acetatifactor intestinalis GCA_014337175,Butyribacter intestini AF67-21pH9TA,0.53779,pos,0.53779,0,0
Acetatifactor intestinalis OM08-11AC,Butyribacter intestini AF67-21pH9TA,0.52699,pos,0.52699,0,0
Acetatifactor sp. AF34-10BH,Butyribacter intestini AF67-21pH9TA,0.54271,pos,0.54271,0,0
Acetatifactor sp. AF36-18BH,Butyribacter intestini AF67-21pH9TA,0.53845,pos,0.53845,0,0
Acetatifactor sp. AM34-9AC,Butyribacter intestini AF67-21pH9TA,0.55039,pos,0.55039,0,0
Acetatifactor sp. GCA_003584705,Butyribacter intestini AF67-21pH9TA,0.542,pos,0.542,0,0
Acetatifactor sp. TF08-15,Butyribacter intestini AF67-21pH9TA,0.52774,pos,0.52774,0,0
Acetatifactor sp. TM11-1A,Butyribacter intestini AF67-21pH9TA,0.55225,pos,0.55225,0,0
Agathobacter faecis GCA_015550045,Butyribacter intestini AF67-21pH9TA,0.43875,pos,0.43875,0,0
